title,link
Drobo.5N2.DroboAccess.XSS,https://www.fortiguard.com/encyclopedia/ips/55586
H3C.Magic.Devices.EditSTList.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/54893
MISP.Event.Graph.Tag.Name.Stored.XSS,https://www.fortiguard.com/encyclopedia/ips/55707
Chiyu.cgi.CVE-2021-31252.Open.Redirect,https://www.fortiguard.com/encyclopedia/ips/55531
Chiyu.if.cgi.CVE-2021-31642.DoS,https://www.fortiguard.com/encyclopedia/ips/55532
MS.Visual.Studio.Code.VSIX.Extension.Malicious.Shell,https://www.fortiguard.com/encyclopedia/ips/55638
PHP.Cookie.Handling.CVE-2024-2756.Security.Bypass,https://www.fortiguard.com/encyclopedia/ips/55610
Treasure.Data.Digdag.getFile.Path.Traversal,https://www.fortiguard.com/encyclopedia/ips/55595
Chiyu.CVE-2021-31249.CRLF.Code.Injection,https://www.fortiguard.com/encyclopedia/ips/55523
JetBrains.TeamCity.Agent.Distribution.CVE-2024-31138.Stored.XSS,https://www.fortiguard.com/encyclopedia/ips/55536
Node.js.n8n.CVE-2023-27562.Path.Traversal,https://www.fortiguard.com/encyclopedia/ips/55537
SalesAgility.SuiteCRM.Path.Traversal,https://www.fortiguard.com/encyclopedia/ips/54904
Apple.WebKit.QuickTimePluginReplacement.Use.After.Free,https://www.fortiguard.com/encyclopedia/ips/55491
Google.Chrome.CVE-2021-37976.Information.Disclosure,https://www.fortiguard.com/encyclopedia/ips/55492
Maipu.MP1800X.formDeviceVerGet.Information.Disclosure,https://www.fortiguard.com/encyclopedia/ips/55444
Nortek.Linear.eMerge.E3.CardFormatNo.XSS,https://www.fortiguard.com/encyclopedia/ips/55416
LG.LED.Assistant.thumbnail.Arbitrary.File.Upload,https://www.fortiguard.com/encyclopedia/ips/55441
Nortek.Linear.eMerge.E3.Badge.Template.XSS,https://www.fortiguard.com/encyclopedia/ips/55456
Thomson.TCW710.RGFirewallEL.XSS,https://www.fortiguard.com/encyclopedia/ips/55261
Thomson.TCW710.RgDdns.XSS,https://www.fortiguard.com/encyclopedia/ips/55258
Thomson.TCW710.RgDhcp.XSS,https://www.fortiguard.com/encyclopedia/ips/55256
Thomson.TCW710.RgTime.XSS,https://www.fortiguard.com/encyclopedia/ips/55260
Thomson.TCW710.RgUrlBlock.XSS,https://www.fortiguard.com/encyclopedia/ips/55255
Thomson.TCW710.WlanPrimaryNetwork.XSS,https://www.fortiguard.com/encyclopedia/ips/55262
EmbedThis.Appweb.Empty.Range.Header.DoS,https://www.fortiguard.com/encyclopedia/ips/55380
Palo.Alto.Networks.GlobalProtect.Portal.Login.Page.XSS,https://www.fortiguard.com/encyclopedia/ips/55345
Palo.Alto.Networks.PAN-OS.Management.Interface.ExtJS.Flash.XSS,https://www.fortiguard.com/encyclopedia/ips/55344
Palo.Alto.Networks.PAN-OS.Management.Interface.Upload.File.DoS,https://www.fortiguard.com/encyclopedia/ips/55347
AsyncSSH.UserAuth.Request.Message.Session.Redirect,https://www.fortiguard.com/encyclopedia/ips/55248
MS.WordPad.CVE-2023-36563.Information.Disclosure,https://www.fortiguard.com/encyclopedia/ips/55238
TIBCO.JasperReports.Library.Path.Traversal,https://www.fortiguard.com/encyclopedia/ips/55108
Google.Chrome.PopupBlocker.Security.Bypass,https://www.fortiguard.com/encyclopedia/ips/54922
Tenda.AC10U.formSetDeviceName.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/54842
Tenda.AC10U.formSetVirtualSer.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/54844
Tenda.Devices.PPPOEPassword.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/54840
Tenda.Devices.fromDhcpListClient.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/54859
Google.Chrome.Reaper.window.history.DoS,https://www.fortiguard.com/encyclopedia/ips/54846
Zimbra.Collaboration.Error.Code.XSS,https://www.fortiguard.com/encyclopedia/ips/54854
Google.Chrome.performance.API.res.Information.Disclosure,https://www.fortiguard.com/encyclopedia/ips/54819
Allegra.GanttAndSchExportAction.Path.Traversal,https://www.fortiguard.com/encyclopedia/ips/54786
AsyncSSH.Extension.Info.Message.Extension.Downgrade,https://www.fortiguard.com/encyclopedia/ips/54744
VMware.Aria.Operations.for.Networks.Login.Banner.Stored.XSS,https://www.fortiguard.com/encyclopedia/ips/54775
Google.Chrome.Autofill.CVE-2021-21215.Security.UI.Spoofing,https://www.fortiguard.com/encyclopedia/ips/54709
Roundcube.Webmail.rcube_string_replacer.XSS,https://www.fortiguard.com/encyclopedia/ips/54673
OpenSSH.Terrapin.Attack,https://www.fortiguard.com/encyclopedia/ips/54577
GStreamer.gst-plugins-good.gstflacparse.Integer.Overflow,https://www.fortiguard.com/encyclopedia/ips/54541
Netgate.pfSense.status_logs_filter_dynamic.php.Reflected.XSS,https://www.fortiguard.com/encyclopedia/ips/54543
WordPress.wp_lang.Path.Traversal,https://www.fortiguard.com/encyclopedia/ips/54545
Apple.Safari.WebKit.parent-tab.processing.XSS,https://www.fortiguard.com/encyclopedia/ips/54539
GStreamer.RealMedia.rmdemux.Integer.Overflow,https://www.fortiguard.com/encyclopedia/ips/54536
quic-go.Crypto.Ack.Nil.Pointer.DoS,https://www.fortiguard.com/encyclopedia/ips/54531
Linux.Kernel.ksmbd.Compounded.Session.Information.Disclosure,https://www.fortiguard.com/encyclopedia/ips/54512
Qlik.Sense.qmc.Path.Traversal,https://www.fortiguard.com/encyclopedia/ips/54477
PTC.Codebeamer.ALM.errorHandler.Reflected.XSS,https://www.fortiguard.com/encyclopedia/ips/54421
Directus.File.Collection.Import.SSRF,https://www.fortiguard.com/encyclopedia/ips/54414
FortiOS.webUI.JSON.params.DoS,https://www.fortiguard.com/encyclopedia/ips/54415
JumpServer.SessionViewSet.Authentication.Bypass,https://www.fortiguard.com/encyclopedia/ips/54385
XWiki.User.Profile.Stored.XSS,https://www.fortiguard.com/encyclopedia/ips/54350
Sielco.Radio.Link.FM.Transmitters.Privilege.Escalation,https://www.fortiguard.com/encyclopedia/ips/54337
Roundcube.Webmail.rcube_washtml.php.XSS,https://www.fortiguard.com/encyclopedia/ips/54306
Sinilink.XY-WFT1.CVE-2022-43704.Authentication.Bypass,https://www.fortiguard.com/encyclopedia/ips/54307
Hikvision.Access.Control.Intercom.update.Authentication.Bypass,https://www.fortiguard.com/encyclopedia/ips/54299
PyTorch.Model.Server.Insecure.Remote.MAR.File.Download.Request,https://www.fortiguard.com/encyclopedia/ips/54226
SAP.BSP.Test.Application.it00.ApplicationURL.Open.Redirect,https://www.fortiguard.com/encyclopedia/ips/54178
Apache.Tomcat.FormAuthenticator.Open.Redirect,https://www.fortiguard.com/encyclopedia/ips/54103
FG-VD-53974.0day,https://www.fortiguard.com/encyclopedia/ips/53974
FG-VD-53990.0day,https://www.fortiguard.com/encyclopedia/ips/53990
Suprema.BioStar.2.search_month.values.SQL.Injection,https://www.fortiguard.com/encyclopedia/ips/53838
FortiOS.Guest.Management.XSS,https://www.fortiguard.com/encyclopedia/ips/53704
Zimbra.Collaboration.momoveto.XSS,https://www.fortiguard.com/encyclopedia/ips/53730
JetBrains.TeamCity.Copy.Build.Step.Reflected.XSS,https://www.fortiguard.com/encyclopedia/ips/53668
Pi-Hole.AdminLTE.phpqueryads.Unauthorized.Access,https://www.fortiguard.com/encyclopedia/ips/53602
Juniper.Networks.Junos.OS.J-Web.Authentication.Bypass,https://www.fortiguard.com/encyclopedia/ips/53595
Linux.Kernel.ksmbd.Module.ksmbd_tcp_readv.Function.DoS,https://www.fortiguard.com/encyclopedia/ips/53585
H2.Web.Interface.Create.Alias.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/53572
LibreNMS.Ports.list.inc.php.Reflected.XSS,https://www.fortiguard.com/encyclopedia/ips/53578
FortiOS.SSL.VPN.Proxy.Null.Pointer.Dereference.DoS,https://www.fortiguard.com/encyclopedia/ips/53472
Advantech.WebAccess.LogPg.asp.SQL.Injection,https://www.fortiguard.com/encyclopedia/ips/53556
Advantech.WebAccess.Quality.asp.SQL.Injection,https://www.fortiguard.com/encyclopedia/ips/53560
FortiOS.SSL.VPN.CVE-2023-36641.Memory.Corruption,https://www.fortiguard.com/encyclopedia/ips/53481
GE.MDS.PulseNET.File.Name.Information.Disclosure,https://www.fortiguard.com/encyclopedia/ips/53553
WordPress.Forminator.Plugin.Reflected.XSS,https://www.fortiguard.com/encyclopedia/ips/53548
Unified.Automation.UaGateway.ImportCsv.DoS,https://www.fortiguard.com/encyclopedia/ips/53529
HPE.IMC.GWT-RPC.Directory.Deletion.DoS,https://www.fortiguard.com/encyclopedia/ips/53524
Roundcube.Webmail.str_replacement.XSS,https://www.fortiguard.com/encyclopedia/ips/53514
Trend.Micro.SafeSync.change_policy.SQL.Injection,https://www.fortiguard.com/encyclopedia/ips/53517
Zabbix.Geomap.Stored.XSS,https://www.fortiguard.com/encyclopedia/ips/53478
FG-VD-53449.0day,https://www.fortiguard.com/encyclopedia/ips/53449
Foxit.Reader.and.PhantomPDF.Annotation.destroy.Use.After.Free,https://www.fortiguard.com/encyclopedia/ips/53447
